tam,1,4,8,16,28
1249,0.0013356038094048828,0.0013540887326331838,0.8726960907107223,0.9688604925252776,0.9723077817167433
2499,0.0005587978739434531,0.000552711009337078,0.8027760811215291,0.9723145216371782,0.9678749998806424
5040,0.0002546044988149627,0.0002465500367017372,0.24487269336332745,0.5071207013530932,0.6350218248053755
9999,8.0444960857703e-05,7.57567520338621e-05,0.0652605828036935,0.35193654658404383,0.2802775714431672
